Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
MATRI,-,"1,166.10","1,199.00","1,166.10","1,171.03","1,168.10",2.93,0.00,"1,176.72","2,930.00","1,183.57","3,447,779.00",49,-12.54,32.90,-1.06,2.82,-0.49,"1,219.44","1,241.59","1,716.00","1,125.00"
MBJC,-,309.60,320.00,309.60,312.37,313.00,-0.63,0.00,313.40,"32,949.00",315.89,"10,326,314.40",418,-3.52,10.40,-1.11,3.36,-0.33,325.94,336.45,433.00,293.50
MBL,-,260.90,260.90,253.00,253.21,253.90,-0.69,0.00,254.15,"74,236.00",255.86,"18,867,254.30",253,-2.65,7.90,-1.04,3.12,-0.37,230.62,234.68,295.00,208.60
MBLEF,-,9.18,9.20,8.90,9.00,9.00,0.00,0.00,8.95,"6,500.00",9.05,"58,175.00",19,-0.05,0.30,-0.55,3.37,0.56,0.00,0.00,10.19,8.59
MCHL,-,522.00,533.00,522.00,527.93,530.00,-2.07,0.00,529.79,"2,204.00",529.16,"1,167,661.20",56,-1.23,11.00,-0.23,2.11,-0.35,579.04,593.11,714.00,452.00
MDB,-,631.00,636.00,625.00,625.33,625.00,0.33,0.00,628.75,"29,418.00",637.97,"18,496,527.20",244,-12.64,11.00,-1.98,1.76,-0.55,635.36,654.38,843.50,557.00
MEHL,-,459.00,460.00,446.20,447.62,446.30,1.32,0.00,452.07,"9,190.00",460.33,"4,154,527.50",122,-12.71,13.80,-2.76,3.09,-0.99,499.73,494.56,696.00,344.20
MEL,-,307.00,307.00,303.40,304.31,304.10,0.21,0.00,304.85,"17,548.00",306.35,"5,349,434.90",251,-2.04,3.60,-0.67,1.19,-0.18,319.17,323.58,393.00,265.60
MEN,-,638.00,644.90,625.00,626.68,628.00,-1.32,0.00,630.62,"100,115.00",638.10,"63,134,168.40",377,-11.42,19.90,-1.79,3.18,-0.63,599.33,621.47,809.50,552.40
MERO,-,843.00,855.00,835.10,838.84,839.00,-0.16,0.00,839.30,"34,901.00",846.53,"29,292,406.40",169,-7.69,19.90,-0.91,2.38,-0.05,764.64,751.86,"1,000.00",648.00
MFIL,-,719.70,719.70,688.00,690.33,695.00,-4.67,-0.01,693.47,"91,916.00",712.24,"63,740,970.10",334,-21.91,31.70,-3.08,4.61,-0.45,621.14,645.29,917.00,560.00
MFLD85,-,"1,052.60","1,052.60","1,052.60","1,051.80","1,052.60",-0.80,0.00,"1,051.80",1.00,"1,052.60","1,051.80",1,-0.80,0.00,-0.08,0.00,0.00,"1,061.12","1,030.51","1,150.00","1,000.60"
MHCL,-,443.40,460.00,443.40,445.61,445.50,0.11,0.00,447.94,"7,219.00",452.44,"3,233,649.50",103,-6.83,16.60,-1.51,3.74,-0.52,501.59,509.31,655.00,355.10
MHL,-,584.90,584.90,566.10,568.99,568.20,0.79,0.00,569.93,"30,608.00",573.83,"17,444,275.20",237,-4.84,18.80,-0.84,3.32,-0.16,664.33,729.56,"1,101.00",554.00
MHNL,-,263.10,270.30,262.70,263.55,266.00,-2.45,-0.01,264.33,"21,191.00",265.07,"5,601,353.30",141,-1.52,7.60,-0.57,2.89,-0.29,270.05,270.91,379.00,234.00
MKCL,-,"1,639.00","1,647.10","1,613.00","1,613.99","1,614.00",-0.01,0.00,"1,629.41","9,147.00","1,655.29","14,904,197.90",148,-41.30,34.10,-2.50,2.11,-0.96,"1,588.11","1,579.71","1,900.00","1,230.10"
MKHC,-,438.50,444.30,431.50,436.08,437.10,-1.02,0.00,438.90,"13,776.00",444.44,"6,046,253.10",146,-8.36,12.80,-1.88,2.97,-0.65,478.58,490.16,627.00,307.40
MKHL,-,870.00,909.00,842.90,850.28,842.90,7.38,0.01,853.11,"2,617.00",858.08,"2,232,577.50",67,-7.80,66.10,-0.91,7.84,-0.33,751.20,711.72,"1,027.00",450.80
MKJC,-,578.00,580.00,566.50,567.21,567.20,0.01,0.00,569.21,"43,970.00",570.95,"25,028,266.00",223,-3.74,13.50,-0.66,2.38,-0.35,541.97,545.89,700.00,402.00
MLBBL,-,"1,554.20","1,585.00","1,554.20","1,568.13","1,566.00",2.13,0.00,"1,573.65","1,506.00","1,585.81","2,369,913.10",31,-17.68,30.80,-1.11,1.98,-0.35,"1,559.85","1,604.83","2,019.00","1,360.00"
MLBL,-,400.00,407.20,396.40,398.25,399.00,-0.75,0.00,399.38,"50,484.00",402.21,"20,162,092.80",223,-3.96,10.80,-0.98,2.72,-0.28,399.17,399.00,498.00,358.00
MLBS,-,"1,625.50","1,683.00","1,625.50","1,638.14","1,635.00",3.14,0.00,"1,636.54",928.00,"1,658.67","1,518,713.60",39,-20.53,57.50,-1.24,3.54,0.10,"1,749.19","1,879.65","2,530.00","1,370.00"
MLBSL,-,"2,288.16","2,290.00","2,245.50","2,263.73","2,270.00",-6.27,0.00,"2,270.15","1,284.00","2,288.16","2,914,870.00",40,-24.43,44.50,-1.07,1.98,-0.28,"2,267.92","2,278.17","2,648.70","1,950.00"
MMF1,-,9.57,9.57,9.40,9.40,9.40,0.00,0.00,9.42,"77,410.00",9.50,"729,560.64",59,-0.10,0.17,-1.05,1.81,-0.26,8.89,8.90,9.85,7.85
MMKJL,-,585.00,595.00,583.00,589.61,590.00,-0.39,0.00,585.47,"6,346.00",590.53,"3,715,392.00",52,-0.92,12.00,-0.16,2.06,0.70,643.92,664.31,890.40,451.80
MNBBL,-,440.00,440.00,430.00,437.11,436.40,0.71,0.00,436.85,"155,224.00",438.23,"67,809,960.70",311,-1.12,10.00,-0.26,2.33,0.06,380.50,382.15,503.00,349.00
MNMF1,-,9.31,9.40,9.23,9.27,9.27,0.00,0.00,9.29,"19,017.00",9.36,"176,609.80",31,-0.09,0.17,-0.96,1.84,-0.18,9.23,0.00,10.42,8.67
MPFL,-,633.00,633.00,615.00,615.02,615.00,0.02,0.00,619.37,"13,029.00",632.78,"8,069,770.50",87,-17.76,18.00,-2.81,2.93,-0.71,631.39,658.55,936.90,549.00
MSHL,-,891.30,909.90,891.20,895.24,895.20,0.04,0.00,896.04,"1,357.00",903.28,"1,215,927.20",40,-8.04,18.70,-0.89,2.10,-0.09,912.89,934.89,"1,180.00",808.50
MSLB,-,"1,540.00","1,565.00","1,538.00","1,550.19","1,550.00",0.19,0.00,"1,551.21","10,853.00","1,568.77","16,835,257.50",256,-18.58,27.00,-1.18,1.76,-0.07,"1,297.36","1,384.93","1,851.00","1,130.20"
NABBC,-,"1,615.80","1,735.00","1,537.00","1,614.83","1,644.00",-29.17,-0.02,"1,644.53","24,194.00","1,648.71","39,787,778.30",114,-33.88,198.00,-2.05,12.88,-1.84,"1,667.02","1,490.51","2,060.00",530.00
NABIL,-,530.00,534.50,524.20,524.86,525.00,-0.14,0.00,526.93,"79,172.00",526.30,"41,718,059.20",719,-1.44,10.30,-0.27,1.96,-0.39,498.98,504.02,682.00,474.10
NADEP,-,923.00,937.90,888.00,893.96,904.90,-10.94,-0.01,907.97,"11,864.00",941.27,"10,772,192.00",183,-47.31,49.90,-5.03,5.62,-1.57,886.90,917.79,"1,190.00",775.00
NBF2,-,10.50,10.62,10.40,10.40,10.40,0.00,0.00,10.42,"24,250.00",10.42,"252,658.00",21,-0.02,0.22,-0.19,2.12,-0.18,9.86,9.72,11.10,8.70
NBF3,-,10.30,10.30,9.85,10.04,10.16,-0.12,-0.01,10.04,"255,715.00",10.11,"2,568,027.27",90,-0.07,0.45,-0.69,4.57,-0.03,9.62,9.51,10.53,8.14
NBL,-,286.36,292.00,282.10,283.06,283.00,0.06,0.00,285.12,"81,177.00",286.36,"23,145,510.88",326,-3.30,9.90,-1.15,3.51,-0.73,261.01,263.18,337.50,239.20
NESDO,-,"1,715.00","1,778.00","1,700.10","1,725.22","1,737.90",-12.68,-0.01,"1,725.01","1,491.00","1,743.42","2,571,984.40",58,-18.20,77.90,-1.04,4.58,0.01,"1,798.28","1,967.26","2,641.00","1,470.50"
NFS,-,735.90,735.90,718.00,720.08,719.00,1.08,0.00,722.85,"26,904.00",721.53,"19,447,562.90",263,-1.45,17.90,-0.20,2.49,-0.38,691.94,817.80,"2,614.90",576.00
NGPL,-,420.30,420.30,405.00,409.83,411.00,-1.17,0.00,408.49,"430,596.00",412.13,"175,893,149.50","1,256",-2.30,15.30,-0.56,3.78,0.33,353.52,347.18,571.00,250.00
NHDL,-,710.00,712.50,704.20,705.59,706.00,-0.41,0.00,706.94,"8,082.00",714.98,"5,713,463.60",94,-9.39,8.30,-1.31,1.18,-0.19,763.46,763.70,"1,002.60",520.00
NHPC,-,216.00,216.00,211.00,211.47,211.80,-0.33,0.00,212.06,"101,170.00",214.21,"21,454,399.20",343,-2.74,5.00,-1.28,2.37,-0.28,218.11,219.71,290.00,195.20
NIBD84,-,"1,030.50","1,040.00","1,030.50","1,040.00","1,040.00",0.00,0.00,"1,034.33",124.00,"1,030.00","128,257.00",4,10.00,9.50,0.97,0.92,0.55,"1,039.25","1,025.31","1,077.00",995.00
NIBLGF,-,9.80,9.80,9.36,9.37,9.37,0.00,0.00,9.54,"91,650.00",9.61,"874,657.00",35,-0.24,0.44,-2.50,4.70,-1.85,8.85,8.86,10.25,7.84
NIBLSTF,-,9.08,9.08,8.83,9.00,9.00,0.00,0.00,8.99,"104,600.00",8.91,"940,496.00",34,0.09,0.25,1.01,2.83,0.10,8.56,8.66,10.08,7.85
NIBSF2,-,9.17,9.34,9.17,9.19,9.19,0.00,0.00,9.21,"3,740.00",9.35,"34,460.30",15,-0.16,0.17,-1.71,1.85,-0.26,8.53,8.55,9.60,7.65
NICA,-,385.00,385.00,376.10,376.92,377.00,-0.08,0.00,378.67,"59,057.00",381.26,"22,363,141.30",359,-4.34,8.90,-1.14,2.37,-0.46,369.15,378.73,564.00,333.00
NICAD8283,-,"1,060.00","1,070.00","1,060.00","1,070.00","1,070.00",0.00,0.00,"1,060.22","19,049.00","1,060.00","20,196,136.00",6,10.00,10.00,0.94,0.94,0.91,"1,117.89","1,122.05","1,239.30","1,032.50"
NICBF,-,10.10,10.35,10.10,10.35,10.35,0.00,0.00,10.24,"18,338.00",10.19,"187,836.50",7,0.16,0.25,1.57,2.48,1.03,9.33,9.35,10.60,8.49
NICD83/84,-,"1,080.00","1,121.50","1,080.00","1,112.64","1,121.50",-8.86,-0.01,"1,103.39",614.00,"1,099.70","677,483.70",21,12.94,41.50,1.18,3.84,0.83,"1,031.86","1,033.78","1,150.00","1,027.00"
NICFC,-,10.10,10.20,10.10,10.19,10.20,-0.01,0.00,10.19,"89,230.00",10.18,"908,823.90",61,0.01,0.10,0.10,0.99,0.05,9.30,9.30,10.99,8.13
NICGF2,-,9.21,9.21,9.03,9.05,9.03,0.02,0.00,9.07,"15,000.00",9.03,"136,008.00",32,0.02,0.18,0.22,1.99,-0.19,8.78,8.83,9.98,8.20
NICL,-,624.00,624.00,600.00,606.62,605.00,1.62,0.00,608.98,"17,421.00",611.79,"10,609,044.50",131,-5.17,24.00,-0.85,4.00,-0.39,777.06,848.30,"1,162.00",570.00
NICLBSL,-,680.00,688.00,669.80,670.32,671.00,-0.68,0.00,673.79,"13,904.00",683.30,"9,368,371.60",170,-12.98,18.20,-1.90,2.72,-0.52,654.90,665.84,907.00,602.00
NICSF,-,9.58,9.85,9.58,9.84,9.85,-0.01,0.00,9.78,"27,320.00",9.77,"267,251.91",22,0.07,0.27,0.72,2.82,0.59,9.22,9.31,11.45,8.49
NIFRA,-,283.10,290.00,280.10,281.37,282.90,-1.53,-0.01,284.05,"219,637.00",283.91,"62,387,160.00","1,002",-2.54,9.90,-0.89,3.53,-0.95,283.01,275.80,366.60,240.10
NIFRAGED,-,965.30,965.30,965.30,965.30,965.30,0.00,0.00,965.30,25.00,985.00,"24,132.50",2,-19.70,0.00,-2.00,0.00,0.00,0.00,0.00,"1,020.00",965.30
NIL,-,706.10,713.00,704.00,709.47,708.20,1.27,0.00,707.23,"12,797.00",713.51,"9,050,407.40",96,-4.04,9.00,-0.57,1.28,0.32,733.92,794.60,"1,050.00",663.50
NIMB,-,221.20,224.90,220.20,220.74,220.50,0.24,0.00,221.26,"78,271.00",222.18,"17,317,908.70",345,-1.44,4.70,-0.65,2.13,-0.23,216.21,217.47,295.00,201.00
NIMBPO,-,162.30,167.00,162.30,167.00,167.00,0.00,0.00,163.98,763.00,164.50,"125,118.90",4,2.50,4.70,1.52,2.90,1.81,160.26,162.42,222.00,147.70
NLG,-,832.14,849.00,813.00,817.74,817.20,0.54,0.00,825.30,"27,871.00",832.14,"23,001,954.80",229,-14.40,36.00,-1.73,4.43,-0.92,854.94,904.38,"1,382.00",738.10
NLIC,-,790.00,799.00,786.00,789.41,790.00,-0.59,0.00,791.20,"44,308.00",796.24,"35,056,511.90",356,-6.83,13.00,-0.86,1.65,-0.23,774.10,780.66,"1,060.00",710.00
NLICL,-,632.00,632.00,617.00,619.97,625.00,-5.03,-0.01,622.60,"22,910.00",631.43,"14,263,852.10",113,-11.46,15.00,-1.81,2.43,-0.42,624.08,614.87,776.10,551.00
NMB,-,266.10,266.10,258.00,259.27,259.00,0.27,0.00,259.12,"51,937.00",260.95,"13,457,896.60",256,-1.68,8.10,-0.64,3.14,0.06,250.72,249.56,300.00,230.00
NMB50,-,11.93,11.93,11.47,11.50,11.50,0.00,0.00,11.54,"3,000.00",11.70,"34,619.50",4,-0.20,0.46,-1.71,4.01,-0.35,10.67,10.59,12.54,9.57
NMBHF2,-,9.03,9.10,8.80,9.10,9.10,0.00,0.00,8.96,"27,310.00",8.86,"244,699.40",36,0.24,0.30,2.71,3.41,1.54,0.00,0.00,10.00,8.16
NMBMF,-,740.00,745.00,726.20,733.24,737.00,-3.76,-0.01,734.69,"5,351.00",738.63,"3,931,350.00",60,-5.39,18.80,-0.73,2.59,-0.20,732.98,729.58,876.00,646.80
NMFBS,-,"1,365.75","1,365.75","1,335.00","1,340.47","1,340.00",0.47,0.00,"1,342.75","2,908.00","1,365.75","3,904,716.00",67,-25.28,30.75,-1.85,2.30,-0.17,"1,272.80","1,302.41","1,696.00","1,161.00"
NMIC,-,"1,540.10","1,555.00","1,525.00","1,530.28","1,527.00",3.28,0.00,"1,533.97","7,915.00","1,544.21","12,141,367.50",407,-13.93,30.00,-0.90,1.97,-0.24,0.00,0.00,"2,703.30",302.30
NMLBBL,-,700.00,714.00,690.10,694.41,693.10,1.31,0.00,698.13,"25,324.00",708.67,"17,679,318.70",178,-14.26,23.90,-2.01,3.46,-0.53,671.58,680.18,988.00,608.20
NRIC,-,"1,560.00","1,577.90","1,532.00","1,538.87","1,535.00",3.87,0.00,"1,555.46","172,139.00","1,553.40","267,755,293.80","1,060",-14.53,45.90,-0.94,3.00,-1.08,"1,296.67","1,134.87","1,691.00",722.00
NRM,-,483.00,489.10,472.00,474.79,472.30,2.49,0.01,481.16,"42,749.00",479.58,"20,569,299.50",369,-4.79,17.10,-1.00,3.62,-1.34,485.02,481.92,645.00,402.00
NRN,-,"2,244.00","2,270.00","2,230.00","2,247.23","2,245.30",1.93,0.00,"2,248.88","35,970.00","2,242.63","80,892,073.90",368,4.60,40.00,0.21,1.79,-0.07,"1,913.51","1,639.30","2,444.00",878.00
NSIF2,-,11.36,11.56,11.35,11.54,11.54,0.00,0.00,11.40,"161,400.00",11.35,"1,839,923.00",27,0.19,0.21,1.67,1.85,1.22,10.61,10.54,12.47,9.69
NTC,-,871.00,885.00,871.00,872.99,872.10,0.89,0.00,875.69,"11,154.00",877.37,"9,767,464.80",212,-4.38,14.00,-0.50,1.61,-0.31,883.99,902.38,"1,214.00",835.00
NUBL,-,785.00,785.00,765.30,768.30,766.20,2.10,0.00,768.16,"11,820.00",779.36,"9,079,596.10",114,-11.06,19.70,-1.42,2.57,0.02,704.53,702.21,896.00,650.00
NWCL,-,901.00,914.00,901.00,907.94,907.90,0.04,0.00,905.53,"2,867.00",905.10,"2,596,147.70",51,2.84,13.00,0.31,1.44,0.27,950.69,969.66,"1,249.00",835.00
NYADI,-,425.00,431.40,423.20,424.93,424.00,0.93,0.00,426.05,"13,339.00",428.27,"5,683,068.40",113,-3.34,8.20,-0.78,1.94,-0.26,518.99,506.69,880.00,283.30
OHL,-,868.00,878.00,865.00,866.96,865.00,1.96,0.00,868.14,"5,164.00",867.69,"4,483,050.80",51,-0.73,13.00,-0.08,1.50,-0.14,901.77,907.67,"1,167.00",838.90
OMPL,-,"1,424.00","1,424.00","1,371.00","1,375.61","1,375.10",0.51,0.00,"1,380.64","6,248.00","1,396.51","8,626,221.50",296,-20.90,53.00,-1.50,3.87,-0.37,0.00,0.00,"2,167.20",270.00
PBD84,-,"1,100.00","1,100.00","1,100.00","1,100.00","1,100.00",0.00,0.00,"1,100.00",99.00,"1,102.00","108,900.00",2,-2.00,0.00,-0.18,0.00,0.00,"1,075.50",0.00,"1,139.00","1,025.00"
PBD88,-,"1,099.70","1,105.00","1,099.70","1,105.00","1,105.00",0.00,0.00,"1,102.09",55.00,"1,105.00","60,615.00",3,0.00,5.30,0.00,0.48,0.26,"1,134.79","1,123.27","1,219.70","1,030.00"
PBLD84,-,"1,083.00","1,107.70","1,083.00","1,096.48","1,107.70",-11.22,-0.01,"1,091.56",180.00,"1,062.00","196,481.00",7,34.48,24.70,3.25,2.28,0.45,"1,087.33","1,066.39","1,144.00","1,022.00"
PCBL,-,256.00,257.90,253.50,253.68,253.70,-0.02,0.00,255.48,"64,430.00",255.66,"16,460,729.90",188,-1.98,4.40,-0.77,1.74,-0.71,252.76,254.34,329.00,229.50
PFL,-,410.00,420.00,410.00,412.22,413.00,-0.78,0.00,414.42,"14,307.00",415.61,"5,929,035.80",129,-3.39,10.00,-0.82,2.44,-0.53,425.37,477.16,794.90,339.90
PHCL,-,500.00,500.00,488.00,490.29,491.00,-0.71,0.00,490.66,"7,092.00",493.56,"3,479,765.50",168,-3.27,12.00,-0.66,2.46,-0.08,571.96,571.54,745.60,310.00
PMHPL,-,400.00,413.80,394.00,395.17,397.00,-1.83,0.00,399.75,"41,082.00",406.76,"16,422,526.00",199,-11.59,19.80,-2.85,5.03,-1.16,335.82,320.33,459.00,237.60
PMLI,-,513.00,515.00,507.00,509.12,512.00,-2.88,-0.01,510.66,"17,983.00",515.34,"9,183,265.60",292,-6.22,8.00,-1.21,1.58,-0.30,547.36,551.39,732.20,480.20
PPCL,-,342.10,348.00,340.00,343.72,344.00,-0.28,0.00,343.34,"25,676.00",339.79,"8,815,690.60",135,3.93,8.00,1.16,2.35,0.11,341.62,325.89,409.90,221.60
PPL,-,378.50,389.70,378.50,382.64,381.00,1.64,0.00,383.91,"6,819.00",385.30,"2,617,883.70",102,-2.66,11.20,-0.69,2.96,-0.33,478.77,504.06,648.60,368.30
PRIN,-,797.37,799.80,784.10,786.86,789.90,-3.04,0.00,788.49,"18,292.00",797.37,"14,423,004.00",147,-10.51,15.70,-1.32,2.00,-0.21,898.60,926.47,"1,113.00",784.10
PROFL,-,514.00,519.90,505.00,507.66,512.90,-5.24,-0.01,511.31,"14,422.00",513.45,"7,374,141.50",117,-5.79,14.90,-1.13,2.95,-0.72,528.61,564.45,865.00,464.00
PRSF,-,11.47,11.65,11.47,11.52,11.63,-0.11,-0.01,11.54,"553,965.00",11.46,"6,394,567.60",51,0.06,0.18,0.52,1.57,-0.20,10.81,10.56,12.05,9.12
PRVU,-,223.10,226.00,218.00,218.72,219.90,-1.18,-0.01,220.49,"265,824.00",225.56,"58,612,764.20",742,-6.84,8.00,-3.03,3.67,-0.81,213.96,218.86,297.00,194.10
PRVUPO,-,105.00,105.00,105.00,105.00,105.00,0.00,0.00,105.00,"4,000.00",105.00,"420,000.00",1,0.00,0.00,0.00,0.00,0.00,130.59,137.70,121.60,100.00
PSF,-,11.50,11.84,11.49,11.51,11.70,-0.19,-0.02,11.54,"64,000.00",11.62,"738,376.00",42,-0.11,0.35,-0.95,3.05,-0.24,10.70,10.50,11.90,9.06
PURE,-,860.00,883.00,860.00,861.14,865.00,-3.86,0.00,863.72,"12,298.00",870.63,"10,622,078.60",313,-9.49,23.00,-1.09,2.67,-0.30,0.00,0.00,"1,327.90",289.30
RADHI,-,784.00,784.00,757.20,762.28,760.00,2.28,0.00,765.15,"133,340.00",768.71,"102,024,797.50",607,-6.43,26.80,-0.84,3.54,-0.38,644.59,555.37,905.60,322.20
RAWA,-,765.00,780.00,765.00,779.10,780.00,-0.90,0.00,774.68,"1,575.00",767.70,"1,220,117.00",44,11.40,15.00,1.48,1.96,0.57,836.91,830.22,990.00,583.00
RBBD2088,-,978.80,982.10,978.00,982.00,982.00,0.00,0.00,980.31,200.00,995.00,"196,062.50",4,-13.00,4.10,-1.31,0.42,0.17,0.00,0.00,"1,000.00",967.60
RBCL,-,"15,750.00","15,900.00","15,310.00","15,380.91","15,321.00",59.91,0.00,"15,785.79","1,610.00","15,589.22","25,415,114.00",22,-208.31,590.00,-1.34,3.85,-2.63,"14,956.84","15,290.71","22,493.90","14,024.00"
RBCLPO,-,"12,848.00","12,848.00","12,606.00","12,612.00","12,612.00",0.00,0.00,"12,614.71","3,648.00","12,684.66","46,018,456.00",12,-72.66,242.00,-0.57,1.92,-0.02,"11,796.69","11,896.25","16,270.00","11,007.10"
RFPL,-,414.20,430.80,392.40,394.03,394.00,0.03,0.00,402.18,"214,105.00",406.10,"86,108,502.70","1,792",-12.07,38.40,-2.97,9.79,-2.07,648.56,771.90,"1,484.00",376.60
RHGCL,-,311.00,316.00,310.40,311.40,312.00,-0.60,0.00,312.35,"20,031.00",315.57,"6,256,657.80",209,-4.17,5.60,-1.32,1.80,-0.30,462.07,490.38,708.00,305.10
RHPL,-,315.00,318.00,308.00,309.49,310.00,-0.51,0.00,310.29,"74,327.00",314.78,"23,062,568.40",448,-5.29,10.00,-1.68,3.25,-0.26,383.64,404.72,527.00,308.00
RIDI,-,252.50,255.00,251.00,251.65,253.80,-2.15,-0.01,252.24,"74,396.00",252.20,"18,765,592.20",282,-0.55,4.00,-0.22,1.59,-0.23,249.96,244.79,311.00,210.00
RLFL,-,494.00,500.00,484.10,485.38,486.10,-0.72,0.00,488.98,"15,580.00",493.72,"7,618,333.80",128,-8.34,15.90,-1.69,3.28,-0.74,517.06,546.37,838.00,453.00
RMF1,-,9.95,10.25,9.95,10.11,10.11,0.00,0.00,10.24,"523,250.00",10.14,"5,358,752.90",28,-0.03,0.30,-0.30,3.02,-1.30,9.37,9.29,10.58,8.10
RMF2,-,10.15,10.30,10.15,10.30,10.30,0.00,0.00,10.18,"2,000.00",10.35,"20,360.00",7,-0.05,0.15,-0.48,1.48,1.17,9.51,9.46,10.73,8.50
RNLI,-,480.00,482.00,478.30,479.54,479.70,-0.16,0.00,479.58,"13,537.00",484.94,"6,492,078.10",427,-5.40,3.70,-1.11,0.77,-0.01,511.28,513.88,600.10,430.00
RSDC,-,735.00,735.00,703.00,708.43,705.00,3.43,0.00,715.78,"33,616.00",730.91,"24,061,541.90",277,-22.48,32.00,-3.08,4.55,-1.04,701.62,704.27,880.00,638.00
RSY,-,9.20,9.53,9.20,9.40,9.40,0.00,0.00,9.32,"7,050.00",9.33,"65,691.00",23,0.07,0.33,0.75,3.59,0.87,0.00,0.00,10.08,8.58
RURU,-,740.00,759.00,740.00,742.59,754.90,-12.31,-0.02,743.78,"14,422.00",752.75,"10,726,738.50",110,-10.16,19.00,-1.35,2.57,-0.16,734.39,733.57,901.00,660.00
SADBL,-,436.50,445.00,433.50,435.16,439.00,-3.84,-0.01,436.90,"106,571.00",441.77,"46,561,303.00",369,-6.61,11.50,-1.50,2.65,-0.40,419.29,420.03,526.50,372.40
SAGF,-,10.30,10.53,10.30,10.43,10.43,0.00,0.00,10.46,"12,470.00",10.42,"130,459.10",15,0.01,0.23,0.10,2.23,-0.31,9.77,9.74,11.00,8.92
SAHAS,-,667.90,686.00,667.90,669.93,670.00,-0.07,0.00,673.97,"209,753.00",681.30,"141,367,022.80","1,245",-11.37,18.10,-1.67,2.71,-0.60,550.65,534.37,725.00,409.50
SALICO,-,680.40,699.00,680.40,690.43,688.00,2.43,0.00,688.89,"4,038.00",686.29,"2,781,725.30",43,4.14,18.60,0.60,2.73,0.22,706.31,713.48,926.00,650.00
SAMAJ,-,"2,676.44","2,944.00","2,676.44","2,792.63","2,788.10",4.53,0.00,"2,775.26","3,177.00","2,676.44","8,817,016.50",123,116.19,267.56,4.34,10.00,0.62,"2,546.55","2,868.36","4,181.00","2,092.00"
SANIMA,-,371.60,372.50,368.30,369.16,369.00,0.16,0.00,370.02,"139,371.00",371.67,"51,569,420.40",434,-2.51,4.20,-0.68,1.14,-0.23,322.19,316.65,391.00,285.00
SANVI,-,745.00,748.00,721.00,723.42,725.00,-1.58,0.00,730.80,"48,465.00",747.32,"35,418,004.70","2,017",-23.90,27.00,-3.20,3.74,-1.02,0.00,0.00,930.40,359.00
SAPDBL,-,877.00,877.00,836.00,840.20,840.00,0.20,0.00,847.70,"75,198.00",876.99,"63,745,709.90",887,-36.79,41.00,-4.20,4.90,-0.89,"1,047.32","1,054.21","1,622.70",464.40
SARBTM,-,940.00,950.00,922.00,927.22,925.10,2.12,0.00,930.06,"58,687.00",940.31,"54,582,231.50",266,-13.09,28.00,-1.39,3.04,-0.31,855.63,826.02,"1,048.00",696.80
SBCF,-,9.50,9.54,9.29,9.29,9.30,-0.01,0.00,9.39,"84,627.00",9.51,"794,499.48",43,-0.22,0.25,-2.31,2.69,-1.06,9.58,9.50,12.03,8.36
SBD87,-,"1,040.00","1,040.00","1,040.00","1,040.00","1,040.00",0.00,0.00,"1,040.00",10.00,"1,040.00","10,400.00",1,0.00,0.00,0.00,0.00,0.00,"1,038.87","1,018.37","1,085.00",999.00
SBI,-,413.00,418.00,409.50,410.01,409.50,0.51,0.00,412.45,"14,584.00",415.79,"6,015,123.30",110,-5.78,8.50,-1.39,2.08,-0.59,411.06,421.86,549.00,372.20
SBID83,-,"1,056.00","1,056.00","1,056.00","1,076.90","1,056.00",20.90,0.02,"1,076.90",1.00,"1,056.00","1,076.90",1,20.90,0.00,1.98,0.00,0.00,"1,092.25","1,083.51","1,147.40","1,025.00"
SBL,-,372.90,383.00,372.90,376.35,375.10,1.25,0.00,376.44,"109,978.00",380.32,"41,399,660.50",317,-3.97,10.10,-1.04,2.71,-0.02,309.23,308.20,408.00,261.00
SCB,-,658.00,658.00,630.50,639.98,640.00,-0.02,0.00,639.87,"27,289.00",647.13,"17,461,420.90",164,-7.15,27.50,-1.10,4.36,0.02,636.01,653.55,790.00,597.10
SCBD,-,"1,127.00","1,149.50","1,127.00","1,147.25","1,149.50",-2.25,0.00,"1,147.25",133.00,"1,127.00","152,584.30",4,20.25,22.50,1.80,2.00,0.00,"1,099.92",0.00,"1,157.30","1,060.90"
SDBD87,-,"1,069.00","1,080.00","1,069.00","1,079.94","1,080.00",-0.06,0.00,"1,077.80",255.00,"1,048.30","274,839.00",4,31.64,11.00,3.02,1.03,0.20,"1,067.60","1,044.07","1,120.00",981.10
SEF,-,11.33,11.34,11.12,11.13,11.24,-0.11,-0.01,11.25,"606,317.00",11.12,"6,819,521.73",90,0.01,0.22,0.09,1.98,-1.06,10.03,9.92,11.34,8.72
SFCL,-,465.30,474.00,465.30,470.67,471.00,-0.33,0.00,471.43,"21,089.00",470.72,"9,941,972.40",154,-0.05,8.70,-0.01,1.87,-0.16,518.82,576.20,"1,117.90",455.00
SFEF,-,10.40,10.40,10.23,10.23,10.23,0.00,0.00,10.27,"341,700.00",10.23,"3,510,113.80",52,0.00,0.17,0.00,1.66,-0.42,9.61,9.54,11.12,8.53
